clustering,seed,num_periods,cost,time,distance,data,loss_ct,weights,demand,wind
k_means,322484461,48,1.09146e7,0.0148499,CosineDist,output,4,"[19, 32, 3, 37, 10, 16, 16, 35, 12, 12, 22, 36, 36, 13, 13, 20, 47, 5, 34, 38, 21, 21, 23, 27, 40, 6, 31, 31, 15, 15, 33, 26, 1, 1, 41, 18, 8, 48, 14, 7, 45, 30, 24, 46, 17, 17, 46, 24, 30, 7, 14, 48, 8, 41, 1, 26, 33, 15, 31, 6, 40, 23, 21, 34, 5, 20, 13, 36, 22, 12, 35, 10, 44, 32, 19, 43, 4, 28, 11, 11, 2, 2, 39, 9, 42, 25, 25, 42, 9, 39, 2, 2, 11, 11, 28, 28, 4, 43, 29, 19]","[58264.021268, 38054.707677, 52142.631679, 40159.093515, 50745.152854, 53641.366828, 55452.509646, 55017.490751, 37577.424068, 43959.011467, 38648.956797, 50485.389245, 53616.288384, 55328.643472, 58287.001799, 55734.594435, 55234.459133, 63309.043446, 44468.562444, 49880.054885, 56782.957914, 47281.455405, 52683.738875, 55171.676211, 37425.362911, 54872.197044, 66614.342803, 41419.768644, 48971.833511, 55109.146093, 58223.484188, 42242.118832, 54569.629947, 51314.102706, 45574.370671, 52460.215298, 53188.217254, 65618.287278, 37728.872929, 53206.621853, 55138.564284, 37476.118088, 40639.927954, 33513.06269, 59492.699642, 55213.503365, 64209.532428, 55183.442282]","[0.337374, 0.638589, 0.727321, 0.620495, 0.473516, 0.38886, 0.275457, 0.292629, 0.644531, 0.580982, 0.631191, 0.600427, 0.554158, 0.280347, 0.380804, 0.714678, 0.261835, 0.344305, 0.648065, 0.492633, 0.47601, 0.539719, 0.420977, 0.264582, 0.646424, 0.330541, 0.516073, 0.656659, 0.728767, 0.267317, 0.403226, 0.599634, 0.340474, 0.460796, 0.565795, 0.57307, 0.724917, 0.575063, 0.642645, 0.400976, 0.306169, 0.645792, 0.614114, 0.45538, 0.292024, 0.262752, 0.615902, 0.286079]"
k_means,3941976744,48,1.10772e7,0.0133517,CosineDist,output,5,"[11, 30, 45, 34, 40, 18, 21, 21, 46, 24, 24, 6, 6, 43, 43, 2, 37, 9, 29, 29, 26, 22, 23, 23, 14, 14, 5, 44, 36, 3, 28, 15, 15, 13, 13, 27, 41, 4, 16, 20, 20, 12, 32, 19, 38, 38, 19, 32, 12, 20, 16, 4, 41, 27, 13, 15, 28, 36, 44, 5, 14, 23, 26, 29, 9, 2, 43, 6, 24, 46, 21, 18, 35, 45, 39, 48, 7, 17, 1, 1, 33, 25, 42, 10, 31, 47, 47, 10, 8, 42, 25, 33, 1, 1, 17, 17, 7, 7, 48, 11]","[38648.956797, 49880.054885, 66113.795244, 55183.442282, 53616.174907, 52460.215298, 42745.309632, 39304.007021, 50745.152854, 37182.848886, 50030.186772, 55109.146093, 57911.236848, 57709.434487, 58242.001715, 55328.643472, 41419.768644, 44467.008481, 55213.503365, 56799.239645, 49126.949876, 66246.780572, 57327.273518, 51204.918842, 37929.854839, 52051.046584, 54831.457108, 54569.629947, 56082.16423, 51088.540033, 36437.379519, 55171.676211, 38179.560515, 53188.217254, 33513.06269, 54373.605077, 64209.532428, 55234.459133, 33345.31379, 54221.086556, 55017.490751, 37728.872929, 53616.288384, 54002.888325, 42769.164655, 46202.161008, 37425.362911, 41166.973777]","[0.631191, 0.492633, 0.425613, 0.286079, 0.381262, 0.57307, 0.656104, 0.673159, 0.473516, 0.639459, 0.72925, 0.267317, 0.328595, 0.429216, 0.348039, 0.280347, 0.656659, 0.578839, 0.262752, 0.280979, 0.614555, 0.546023, 0.452676, 0.590209, 0.640143, 0.441004, 0.299973, 0.340474, 0.498885, 0.728767, 0.628569, 0.264582, 0.637034, 0.724917, 0.45538, 0.3584, 0.615902, 0.261835, 0.485696, 0.721566, 0.292629, 0.642645, 0.554158, 0.369589, 0.59891, 0.555045, 0.646424, 0.614838]"
k_means,536803516,48,1.19058e7,0.010678,CosineDist,output,6,"[22, 47, 47, 25, 25, 18, 19, 7, 3, 34, 34, 33, 45, 44, 44, 9, 11, 38, 38, 24, 32, 6, 6, 16, 41, 17, 40, 2, 28, 43, 13, 13, 35, 36, 15, 15, 31, 5, 5, 46, 8, 30, 12, 12, 12, 12, 12, 12, 30, 8, 46, 5, 37, 15, 36, 35, 13, 28, 2, 17, 41, 6, 32, 24, 38, 9, 44, 45, 34, 3, 7, 18, 25, 47, 22, 23, 4, 42, 39, 14, 10, 21, 26, 1, 20, 48, 48, 1, 27, 26, 21, 10, 14, 29, 39, 42, 4, 23, 23, 22]","[37182.848886, 54002.888325, 46202.161008, 40159.093515, 57174.475973, 57204.752774, 45574.370671, 55026.164798, 49880.054885, 38179.560515, 64209.532428, 55206.546236, 58186.916082, 38476.984481, 57862.057338, 66614.342803, 53641.366828, 44467.008481, 56232.108287, 36437.379519, 37929.854839, 44468.562444, 43417.229806, 51518.650499, 46974.122167, 37728.872929, 39304.007021, 54373.605077, 43828.265257, 55109.146093, 62641.359824, 52051.046584, 60756.366523, 51204.918842, 54652.258397, 54905.226372, 47393.621678, 55566.499133, 39318.442966, 66664.675912, 53206.621853, 39718.006485, 66113.795244, 53616.288384, 48312.139686, 54923.066464, 45542.289781, 37425.362911]","[0.639459, 0.369589, 0.555045, 0.620495, 0.294327, 0.462659, 0.565795, 0.270947, 0.492633, 0.637034, 0.615902, 0.263056, 0.359274, 0.633332, 0.318881, 0.516073, 0.38886, 0.578839, 0.712076, 0.628569, 0.640143, 0.648065, 0.652332, 0.45378, 0.633954, 0.642645, 0.673159, 0.3584, 0.712076, 0.267317, 0.332497, 0.441004, 0.673159, 0.590209, 0.323622, 0.314543, 0.252762, 0.512043, 0.631651, 0.4705, 0.400976, 0.626349, 0.425613, 0.554158, 0.523025, 0.275457, 0.642196, 0.646424]"
k_means,847535057,48,1.14018e7,0.0101529,CosineDist,output,5,"[34, 19, 21, 24, 8, 20, 42, 18, 18, 29, 15, 46, 4, 4, 2, 2, 1, 1, 44, 23, 23, 47, 11, 11, 22, 22, 25, 13, 13, 31, 30, 30, 26, 41, 41, 3, 5, 28, 28, 12, 12, 9, 40, 43, 43, 43, 43, 40, 9, 12, 28, 28, 5, 3, 41, 26, 30, 31, 13, 25, 22, 11, 47, 44, 1, 2, 4, 46, 15, 18, 42, 20, 33, 21, 45, 7, 27, 39, 10, 14, 48, 35, 16, 6, 32, 36, 32, 6, 16, 16, 38, 48, 14, 10, 39, 39, 17, 7, 37, 34]","[55233.279379, 54247.277318, 54831.457108, 53137.553285, 55017.490751, 37182.848886, 40639.927954, 54221.086556, 55109.146093, 38820.929114, 57327.273518, 56799.239645, 58123.071272, 38476.984481, 47281.455405, 38253.917626, 46872.156289, 49868.828353, 51088.540033, 44467.008481, 42769.164655, 57709.434487, 65791.451181, 53188.217254, 53616.174907, 54652.258397, 33446.030741, 55256.042877, 59051.845717, 58186.916082, 54248.784116, 37104.726991, 33513.06269, 50030.186772, 34851.181852, 37078.65136, 48971.833511, 41008.527826, 41419.768644, 55171.676211, 57911.236848, 45089.343294, 55223.981249, 51314.102706, 33345.31379, 47917.564504, 52192.129328, 38179.560515]","[0.520978, 0.54198, 0.299973, 0.561604, 0.292629, 0.639459, 0.614114, 0.721566, 0.267317, 0.62905, 0.452676, 0.280979, 0.393192, 0.633332, 0.539719, 0.652817, 0.724917, 0.605356, 0.728767, 0.578839, 0.59891, 0.429216, 0.567875, 0.724917, 0.381262, 0.323622, 0.516073, 0.283213, 0.691191, 0.359274, 0.351007, 0.640371, 0.45538, 0.72925, 0.589096, 0.640675, 0.728767, 0.691191, 0.656659, 0.264582, 0.328595, 0.568845, 0.262293, 0.460796, 0.485696, 0.528097, 0.433672, 0.637034]"
k_means,1066543442,49,1.09146e7,0.0105452,CosineDist,output,4,"[44, 48, 19, 4, 4, 17, 24, 24, 22, 22, 15, 14, 27, 27, 6, 20, 18, 35, 30, 10, 10, 47, 26, 45, 5, 25, 42, 42, 3, 3, 2, 33, 40, 12, 46, 46, 31, 43, 11, 9, 29, 34, 32, 23, 16, 16, 23, 32, 34, 29, 9, 43, 31, 46, 36, 40, 2, 3, 42, 25, 5, 26, 47, 30, 21, 20, 6, 14, 15, 22, 24, 17, 4, 19, 44, 1, 38, 39, 13, 49, 49, 37, 28, 28, 7, 7, 7, 7, 28, 37, 37, 49, 49, 13, 8, 39, 38, 41, 1, 44]","[41166.973777, 54569.629947, 58287.001799, 46974.122167, 53206.621853, 49280.283035, 37450.740499, 44823.29296, 54923.066464, 65791.451181, 61156.543354, 64481.529658, 38820.929114, 47917.564504, 47281.455405, 55234.459133, 44467.008481, 64209.532428, 42769.164655, 49880.054885, 36751.330098, 50485.389245, 55213.503365, 49126.949876, 53641.366828, 52683.738875, 61916.907985, 36825.415357, 55026.164798, 51314.102706, 55017.490751, 55171.676211, 65421.488353, 55109.146093, 64738.97561, 45328.923087, 38665.352534, 40159.093515, 39718.006485, 54652.258397, 47917.741865, 58223.484188, 55183.442282, 44468.562444, 66614.342803, 57862.057338, 52192.129328, 51088.540033, 38328.272498]","[0.614838, 0.340474, 0.380804, 0.633954, 0.400976, 0.50515, 0.646108, 0.71728, 0.275457, 0.567875, 0.310823, 0.369625, 0.62905, 0.528097, 0.539719, 0.261835, 0.578839, 0.615902, 0.59891, 0.492633, 0.344305, 0.600427, 0.262752, 0.614555, 0.38886, 0.420977, 0.657594, 0.630596, 0.270947, 0.460796, 0.292629, 0.264582, 0.396874, 0.267317, 0.602727, 0.259462, 0.654283, 0.620495, 0.626349, 0.323622, 0.727321, 0.403226, 0.286079, 0.648065, 0.516073, 0.318881, 0.433672, 0.728767, 0.635183]"
k_means,1697249783,49,1.10772e7,0.0153065,CosineDist,output,5,"[38, 32, 32, 6, 39, 12, 12, 35, 33, 22, 44, 44, 1, 45, 27, 23, 21, 21, 5, 5, 41, 41, 40, 11, 26, 26, 42, 7, 7, 31, 31, 20, 14, 4, 43, 25, 3, 16, 34, 30, 15, 8, 24, 48, 37, 37, 48, 24, 8, 15, 30, 16, 3, 43, 4, 14, 31, 31, 7, 42, 11, 46, 41, 5, 21, 23, 45, 1, 44, 33, 35, 39, 6, 32, 38, 19, 49, 17, 2, 28, 18, 9, 29, 29, 36, 36, 36, 36, 29, 9, 9, 18, 28, 13, 47, 17, 49, 19, 10, 38]","[48312.139686, 33813.592971, 55017.490751, 54905.226372, 56082.16423, 43350.639972, 58123.071272, 55109.146093, 38665.352534, 48971.833511, 53164.663504, 55734.594435, 43828.265257, 54652.258397, 55026.164798, 55183.442282, 39718.006485, 38179.560515, 40639.927954, 65421.488353, 55233.279379, 59051.845717, 49880.054885, 55171.676211, 63309.043446, 66706.659628, 62981.722184, 38476.984481, 36825.415357, 54923.066464, 54409.207032, 45542.289781, 46202.161008, 61156.543354, 45574.370671, 37450.740499, 55234.459133, 44468.562444, 43959.011467, 66463.647561, 56782.957914, 53616.174907, 55138.564284, 51773.092444, 48933.571484, 38903.830189, 44823.29296, 55213.503365, 40159.093515]","[0.523025, 0.546023, 0.292629, 0.314543, 0.498885, 0.590149, 0.393192, 0.267317, 0.654283, 0.728767, 0.408559, 0.714678, 0.712076, 0.323622, 0.270947, 0.286079, 0.626349, 0.637034, 0.614114, 0.396874, 0.520978, 0.691191, 0.492633, 0.264582, 0.344305, 0.493302, 0.640675, 0.633332, 0.630596, 0.275457, 0.345741, 0.642196, 0.555045, 0.310823, 0.565795, 0.646108, 0.261835, 0.648065, 0.580982, 0.531132, 0.47601, 0.381262, 0.306169, 0.584199, 0.510899, 0.310823, 0.71728, 0.262752, 0.620495]"
k_means,2311416805,49,1.11636e7,0.0116306,CosineDist,output,5,"[14, 22, 27, 6, 6, 39, 24, 10, 37, 8, 8, 29, 28, 28, 23, 45, 12, 26, 41, 41, 40, 42, 48, 2, 15, 21, 21, 11, 11, 36, 36, 1, 1, 9, 38, 31, 30, 32, 3, 3, 33, 44, 49, 34, 20, 20, 34, 49, 44, 33, 3, 17, 30, 38, 9, 1, 36, 11, 11, 21, 15, 48, 40, 41, 26, 13, 23, 29, 8, 37, 10, 39, 6, 27, 14, 5, 5, 7, 25, 46, 16, 35, 19, 18, 43, 47, 47, 18, 4, 19, 35, 16, 46, 46, 25, 7, 5, 5, 14, 14]","[58242.001715, 66614.342803, 57000.892094, 39304.007021, 40399.510735, 46974.122167, 39718.006485, 51204.918842, 54905.226372, 45574.370671, 54188.246701, 64209.532428, 36137.115745, 45594.380211, 53206.621853, 38179.560515, 48443.989105, 37182.848886, 37728.872929, 55234.459133, 57982.469856, 51088.540033, 49280.283035, 56232.108287, 39318.442966, 50745.152854, 42769.164655, 61916.907985, 47917.564504, 55017.490751, 63309.043446, 61922.895459, 55026.164798, 55213.503365, 37929.854839, 58417.685046, 46202.161008, 55138.564284, 44467.008481, 52051.046584, 56082.16423, 66246.780572, 36437.379519, 55109.146093, 63622.994025, 40260.744739, 37425.362911, 52683.738875, 55171.676211]","[0.348039, 0.516073, 0.287246, 0.673159, 0.617305, 0.633954, 0.626349, 0.590209, 0.314543, 0.565795, 0.363994, 0.615902, 0.356698, 0.668241, 0.400976, 0.637034, 0.250836, 0.639459, 0.642645, 0.261835, 0.416073, 0.728767, 0.50515, 0.712076, 0.631651, 0.473516, 0.59891, 0.657594, 0.528097, 0.292629, 0.344305, 0.321321, 0.270947, 0.262752, 0.640143, 0.368854, 0.555045, 0.306169, 0.578839, 0.441004, 0.498885, 0.546023, 0.628569, 0.267317, 0.628569, 0.65958, 0.646424, 0.420977, 0.264582]"
k_means,2547431842,49,1.09146e7,0.010299,CosineDist,output,4,"[11, 48, 24, 4, 29, 19, 31, 34, 23, 37, 37, 5, 5, 36, 36, 26, 49, 16, 16, 43, 40, 25, 7, 33, 33, 1, 13, 13, 42, 42, 35, 21, 28, 41, 44, 44, 18, 2, 9, 17, 47, 38, 12, 8, 22, 22, 8, 12, 38, 47, 9, 2, 18, 44, 41, 21, 35, 42, 13, 1, 33, 7, 40, 30, 49, 10, 36, 5, 37, 23, 31, 19, 4, 24, 11, 32, 20, 45, 6, 46, 15, 39, 3, 14, 27, 27, 27, 14, 3, 3, 39, 15, 46, 6, 45, 45, 20, 20, 32, 11]","[53641.366828, 55183.442282, 38253.917626, 43350.639972, 52460.215298, 38820.929114, 52683.738875, 55213.503365, 55328.643472, 36137.115745, 44468.562444, 55171.676211, 58223.484188, 37182.848886, 38179.560515, 64974.083651, 60345.389338, 55017.490751, 44467.008481, 42745.309632, 54872.197044, 55234.459133, 46202.161008, 42769.164655, 66246.780572, 63622.994025, 37096.035114, 64981.611059, 54221.086556, 37419.01372, 45089.343294, 41166.973777, 57675.86217, 57202.163042, 54569.629947, 53616.288384, 51204.918842, 55109.146093, 37929.854839, 52051.046584, 54905.226372, 58287.001799, 65618.287278, 57862.057338, 41419.768644, 38476.984481, 55026.164798, 51088.540033, 50480.431263]","[0.38886, 0.286079, 0.652817, 0.590149, 0.57307, 0.62905, 0.420977, 0.262752, 0.280347, 0.356698, 0.648065, 0.264582, 0.403226, 0.639459, 0.637034, 0.595911, 0.301044, 0.292629, 0.578839, 0.656104, 0.330541, 0.261835, 0.555045, 0.59891, 0.546023, 0.628569, 0.640472, 0.383035, 0.721566, 0.332497, 0.568845, 0.614838, 0.439342, 0.705977, 0.340474, 0.554158, 0.590209, 0.267317, 0.640143, 0.441004, 0.314543, 0.380804, 0.575063, 0.318881, 0.656659, 0.633332, 0.270947, 0.728767, 0.480104]"
k_means,2638895056,49,1.04802e7,0.0106211,CosineDist,output,3,"[2, 29, 47, 43, 20, 20, 26, 26, 19, 49, 13, 38, 18, 15, 16, 4, 4, 27, 28, 8, 8, 39, 25, 41, 21, 21, 7, 33, 23, 45, 48, 3, 40, 40, 6, 5, 46, 12, 12, 24, 30, 30, 14, 17, 44, 31, 17, 14, 30, 30, 24, 12, 46, 5, 40, 3, 48, 45, 33, 7, 41, 25, 8, 28, 27, 4, 15, 18, 13, 19, 26, 20, 43, 47, 2, 42, 34, 9, 22, 10, 11, 32, 37, 36, 35, 1, 1, 36, 37, 32, 32, 11, 10, 22, 9, 9, 34, 42, 42, 2]","[37425.362911, 44468.562444, 54872.197044, 54656.547399, 54831.457108, 63923.257799, 53616.174907, 56573.460149, 41419.768644, 38476.984481, 38179.560515, 57174.475973, 47281.455405, 55171.676211, 48933.571484, 62981.722184, 55213.503365, 48312.139686, 46202.161008, 47718.367839, 66706.659628, 38820.929114, 66363.437166, 54923.066464, 52683.738875, 49126.949876, 50745.152854, 51314.102706, 51088.540033, 55067.655446, 54731.450457, 38665.352534, 54002.888325, 40159.093515, 36437.379519, 37182.848886, 37312.702477, 60756.366523, 66246.780572, 58264.021268, 53164.663504, 43417.229806, 43350.639972, 55737.467809, 54248.784116, 55017.490751, 42769.164655, 54569.629947, 59051.845717]","[0.646424, 0.648065, 0.330541, 0.533723, 0.299973, 0.356698, 0.381262, 0.485691, 0.656659, 0.633332, 0.637034, 0.294327, 0.539719, 0.264582, 0.510899, 0.640675, 0.262752, 0.523025, 0.555045, 0.626414, 0.493302, 0.62905, 0.440398, 0.275457, 0.420977, 0.614555, 0.473516, 0.460796, 0.728767, 0.269132, 0.259462, 0.654283, 0.369589, 0.620495, 0.628569, 0.639459, 0.637943, 0.673159, 0.546023, 0.337374, 0.408559, 0.652332, 0.590149, 0.264209, 0.351007, 0.292629, 0.59891, 0.340474, 0.691191]"
k_means,3405101765,49,1.10219e7,0.0109765,CosineDist,output,4,"[29, 29, 2, 2, 41, 41, 26, 26, 48, 47, 18, 6, 37, 19, 19, 11, 24, 39, 44, 22, 36, 36, 14, 45, 30, 5, 33, 38, 38, 17, 16, 16, 8, 1, 40, 40, 42, 42, 31, 15, 12, 13, 25, 21, 35, 35, 21, 25, 13, 12, 15, 42, 42, 40, 1, 8, 16, 17, 38, 5, 30, 14, 36, 44, 39, 11, 19, 27, 18, 48, 26, 41, 2, 2, 29, 3, 34, 32, 43, 7, 20, 23, 4, 9, 46, 46, 46, 28, 9, 4, 23, 20, 7, 43, 43, 10, 34, 49, 3, 29]","[54905.226372, 43059.902314, 41166.973777, 37728.872929, 53641.366828, 60756.366523, 38476.984481, 54652.258397, 37577.424068, 45839.286988, 49880.054885, 55026.164798, 55109.146093, 52683.738875, 54923.066464, 58186.916082, 54248.784116, 47281.455405, 53616.288384, 38179.560515, 55213.503365, 65618.287278, 37929.854839, 64209.532428, 55171.676211, 49126.949876, 35078.762484, 38514.856656, 46123.556842, 53206.621853, 61156.543354, 33596.725983, 66664.675912, 40159.093515, 55234.459133, 56782.957914, 61545.516888, 58123.071272, 50745.152854, 57862.057338, 47718.367839, 55100.466517, 40821.717063, 51314.102706, 66614.342803, 37096.035114, 59051.845717, 46202.161008, 47917.741865]","[0.314543, 0.59453, 0.614838, 0.642645, 0.38886, 0.673159, 0.633332, 0.323622, 0.644531, 0.721566, 0.492633, 0.270947, 0.267317, 0.420977, 0.275457, 0.359274, 0.351007, 0.539719, 0.554158, 0.637034, 0.262752, 0.575063, 0.640143, 0.615902, 0.264582, 0.614555, 0.383035, 0.663015, 0.668241, 0.400976, 0.310823, 0.531132, 0.4705, 0.620495, 0.261835, 0.47601, 0.663015, 0.393192, 0.473516, 0.318881, 0.626414, 0.289354, 0.65846, 0.460796, 0.516073, 0.640472, 0.691191, 0.555045, 0.727321]"
k_means,3822201654,49,1.10219e7,0.011148,CosineDist,output,4,"[7, 3, 3, 37, 37, 31, 29, 32, 1, 13, 13, 39, 17, 17, 15, 14, 41, 41, 43, 43, 5, 5, 27, 27, 48, 9, 46, 26, 21, 21, 12, 12, 12, 25, 25, 6, 47, 2, 33, 28, 19, 23, 10, 20, 45, 45, 20, 10, 23, 19, 28, 2, 40, 6, 25, 12, 12, 21, 26, 9, 4, 27, 5, 43, 41, 14, 17, 39, 13, 1, 32, 31, 37, 3, 7, 38, 36, 44, 11, 35, 34, 49, 42, 8, 30, 30, 30, 24, 16, 42, 49, 18, 35, 22, 11, 44, 36, 36, 38, 7]","[46202.161008, 55183.442282, 45542.289781, 39714.984205, 56782.957914, 54831.457108, 44468.562444, 35850.841116, 53641.366828, 55171.676211, 39318.442966, 56773.053008, 51204.918842, 49880.054885, 62981.722184, 39304.007021, 53137.553285, 41917.034764, 55026.164798, 55213.503365, 58287.001799, 43828.265257, 55109.146093, 38514.856656, 57911.236848, 54002.888325, 57327.273518, 54923.066464, 56232.108287, 37096.035114, 44467.008481, 45574.370671, 61156.543354, 34442.086266, 38476.984481, 42745.309632, 46974.122167, 41166.973777, 47917.564504, 47393.621678, 55233.279379, 37728.872929, 56082.16423, 39718.006485, 55234.459133, 66664.675912, 62641.359824, 66698.259501, 37929.854839]","[0.555045, 0.286079, 0.642196, 0.301044, 0.47601, 0.299973, 0.648065, 0.615902, 0.38886, 0.264582, 0.631651, 0.345013, 0.590209, 0.492633, 0.640675, 0.673159, 0.561604, 0.699005, 0.270947, 0.262752, 0.380804, 0.712076, 0.267317, 0.663015, 0.328595, 0.369589, 0.452676, 0.275457, 0.712076, 0.640472, 0.578839, 0.565795, 0.310823, 0.575063, 0.633332, 0.656104, 0.633954, 0.614838, 0.528097, 0.252762, 0.520978, 0.642645, 0.498885, 0.626349, 0.261835, 0.4705, 0.332497, 0.500908, 0.640143]"
k_means,3892079243,49,1.13319e7,0.0104289,CosineDist,output,5,"[7, 32, 16, 22, 22, 45, 12, 27, 39, 24, 24, 2, 2, 37, 46, 26, 1, 21, 42, 11, 41, 41, 23, 47, 47, 15, 31, 36, 33, 9, 9, 14, 14, 6, 40, 17, 17, 19, 34, 44, 44, 8, 3, 20, 20, 20, 20, 3, 8, 44, 34, 19, 17, 40, 6, 14, 9, 33, 36, 15, 47, 30, 41, 42, 21, 26, 37, 2, 24, 39, 27, 45, 22, 16, 7, 4, 48, 28, 38, 29, 13, 25, 5, 49, 10, 10, 10, 49, 5, 25, 25, 43, 29, 38, 35, 18, 48, 4, 7, 7]","[64209.532428, 52460.215298, 55171.676211, 40639.927954, 37312.702477, 54905.226372, 45594.380211, 55109.146093, 58417.685046, 37096.035114, 65618.287278, 56232.108287, 34442.086266, 58242.001715, 53641.366828, 42769.164655, 57781.341649, 45839.286988, 55183.442282, 55223.981249, 50745.152854, 46974.122167, 66463.647561, 51204.918842, 38665.352534, 49880.054885, 45574.370671, 33596.725983, 38476.984481, 38903.830189, 66664.675912, 51088.540033, 54373.605077, 55328.643472, 44823.29296, 54002.888325, 48933.571484, 38820.929114, 46202.161008, 55138.564284, 56782.957914, 51314.102706, 41917.034764, 56799.239645, 44467.008481, 62981.722184, 57675.86217, 40159.093515, 37182.848886]","[0.615902, 0.57307, 0.264582, 0.614114, 0.637943, 0.314543, 0.668241, 0.267317, 0.368854, 0.640472, 0.575063, 0.712076, 0.575063, 0.348039, 0.38886, 0.59891, 0.309855, 0.721566, 0.286079, 0.262293, 0.473516, 0.633954, 0.531132, 0.590209, 0.654283, 0.492633, 0.565795, 0.531132, 0.633332, 0.310823, 0.4705, 0.728767, 0.3584, 0.280347, 0.71728, 0.369589, 0.510899, 0.62905, 0.555045, 0.306169, 0.47601, 0.460796, 0.699005, 0.280979, 0.578839, 0.640675, 0.439342, 0.620495, 0.639459]"
k_means,568435589,49,1.03597e7,0.0119336,CosineDist,output,3,"[20, 47, 10, 7, 7, 43, 43, 49, 18, 16, 27, 19, 25, 38, 1, 30, 30, 48, 15, 15, 34, 29, 29, 36, 36, 2, 6, 6, 37, 37, 32, 42, 5, 35, 35, 33, 14, 31, 4, 45, 13, 13, 40, 11, 46, 26, 11, 40, 13, 45, 4, 24, 14, 33, 35, 5, 8, 37, 6, 2, 36, 29, 34, 15, 48, 30, 9, 25, 27, 18, 49, 43, 7, 10, 20, 28, 22, 17, 39, 12, 21, 44, 44, 3, 23, 23, 23, 23, 3, 44, 21, 21, 41, 39, 39, 17, 22, 28, 28, 20]","[62981.722184, 53641.366828, 37577.424068, 55328.643472, 54652.258397, 58223.484188, 46974.122167, 43339.869588, 35578.843886, 42769.164655, 55213.503365, 34095.758459, 56570.330609, 55017.490751, 56082.16423, 59051.845717, 39718.006485, 46202.161008, 60756.366523, 44468.562444, 39122.549619, 40159.093515, 37450.740499, 48443.989105, 48312.139686, 54731.450457, 47281.455405, 43417.229806, 57204.752774, 54656.547399, 61922.895459, 65799.390307, 54831.457108, 52051.046584, 57911.236848, 57675.86217, 58287.001799, 62288.299082, 40821.717063, 55171.676211, 42858.210502, 65421.488353, 48388.708416, 36769.64257, 55452.509646, 55737.467809, 51088.540033, 50745.152854, 45574.370671]","[0.640675, 0.38886, 0.644531, 0.280347, 0.323622, 0.403226, 0.633954, 0.269863, 0.369625, 0.59891, 0.262752, 0.560687, 0.275553, 0.292629, 0.498885, 0.691191, 0.626349, 0.555045, 0.673159, 0.648065, 0.655086, 0.620495, 0.646108, 0.250836, 0.523025, 0.259462, 0.539719, 0.652332, 0.462659, 0.533723, 0.321321, 0.411085, 0.299973, 0.441004, 0.328595, 0.439342, 0.380804, 0.652173, 0.65846, 0.264582, 0.705977, 0.396874, 0.623251, 0.624795, 0.275457, 0.264209, 0.728767, 0.473516, 0.565795]"
k_means,59066157,49,1.00293e7,0.01031,CosineDist,output,0,"[29, 1, 9, 20, 20, 35, 35, 24, 5, 5, 21, 44, 22, 19, 17, 17, 30, 37, 13, 45, 15, 34, 36, 39, 14, 42, 4, 6, 6, 47, 47, 11, 11, 23, 46, 49, 7, 40, 3, 26, 41, 41, 48, 25, 25, 25, 25, 32, 41, 26, 3, 40, 38, 46, 23, 11, 47, 47, 6, 42, 14, 36, 15, 18, 37, 17, 19, 22, 21, 5, 24, 35, 20, 1, 29, 31, 10, 27, 16, 12, 33, 33, 8, 43, 28, 28, 28, 43, 2, 8, 33, 33, 12, 16, 27, 27, 10, 31, 31, 29]","[42242.118832, 39304.007021, 55328.643472, 66664.675912, 50485.389245, 58123.071272, 62641.359824, 37728.872929, 52142.631679, 40159.093515, 58242.001715, 38476.984481, 65209.191692, 53206.621853, 52051.046584, 38820.929114, 54247.277318, 37419.01372, 48933.571484, 46974.122167, 47281.455405, 48312.139686, 54905.226372, 45574.370671, 55223.981249, 55452.509646, 41419.768644, 37096.035114, 44468.562444, 64209.532428, 43417.229806, 52666.751865, 38054.707677, 66246.780572, 48388.708416, 52683.738875, 50745.152854, 47393.621678, 66614.342803, 55183.442282, 56570.330609, 53641.366828, 37182.848886, 60756.366523, 65618.287278, 55138.564284, 54409.207032, 57676.600556, 63309.043446]","[0.599634, 0.673159, 0.280347, 0.4705, 0.600427, 0.393192, 0.332497, 0.642645, 0.727321, 0.620495, 0.348039, 0.633332, 0.589096, 0.400976, 0.441004, 0.62905, 0.54198, 0.332497, 0.510899, 0.633954, 0.539719, 0.523025, 0.314543, 0.565795, 0.262293, 0.275457, 0.656659, 0.640472, 0.648065, 0.615902, 0.652332, 0.252762, 0.638589, 0.546023, 0.623251, 0.420977, 0.473516, 0.252762, 0.516073, 0.286079, 0.275553, 0.38886, 0.639459, 0.673159, 0.575063, 0.306169, 0.345741, 0.276402, 0.344305]"
