method,clustering,blended,month,num_periods,avg_total_cost,time,scenario,scenario_cost
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,1982,5.915781706295682e10
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,1987,1.0519039694903848e11
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,1992,6.615958782981339e10
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,1995,4.5476231893707275e10
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,1997,1.3372076646581085e11
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,2002,4.2411678497159325e10
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,2008,5.900755481586624e9
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,2009,3.877483029163634e10
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,2012,7.712734125116295e10
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,1900,1.986068381010202e10
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,1982,7.591274868598859e9
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,1987,2.2184738256472744e10
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,1992,1.8727575498229248e10
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,1995,2.0519572823923857e9
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,1997,3.228398863823927e10
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,2002,4.214404433284536e9
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,2008,1.7957927461771798e8
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,2009,1.8299125469652574e9
cross_scenario,k_medoids,true,1,50,1.1748130151006033e10,21.7413298,2012,8.557186901158297e9
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,1900,4.310358775183742e10
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,1982,3.603438524338434e9
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,1987,1.5465668069769094e10
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,1992,1.7161001895360527e10
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,1995,1.3971972931690981e9
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,1997,1.4547524620890858e9
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,2002,2.7844020494297223e9
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,2008,2.139379466442024e8
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,2009,2.2344478032614217e9
cross_scenario,k_medoids,false,1,50,9.607196246537687e9,28.3006677,2012,8.653528669477844e9
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,1900,3.5033350587711555e8
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,1982,8.815077488159995e8
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,1987,3.0980219892338786e9
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,1992,7.681329743859666e9
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,1995,6.458358220140476e9
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,1997,1.628401130720908e10
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,2002,2.757760843148387e9
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,2008,3.4464642170462203e8
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,2009,3.524358859510265e8
group_scenario,k_medoids,true,1,50,5.260149734618488e9,29.2718581,2012,1.4393091680244612e10
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,1900,7.301660874125416e8
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,1982,7.483152034922645e8
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,1987,1.0402980803656543e9
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,1992,7.884965602010487e9
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,1995,3.5347992888207293e9
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,1997,4.0831714607967033e9
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,2002,2.1048564324726825e9
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,2008,3.633243870496919e8
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,2009,4.759625661560896e8
group_scenario,k_medoids,false,1,50,2.899968127481546e9,26.570172,2012,8.033822166238611e9
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,1900,5.466041806240935e8
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,1982,3.411353420855246e8
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,1987,7.308120714048579e9
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,1992,1.6672402561276857e10
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,1995,6.674900617481526e8
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,1997,1.3792715752647362e10
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,2002,2.2222123666620145e9
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,2008,3.047732252818161e8
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,2009,4.002782004999875e8
per_scenario,k_medoids,true,1,50,5.0368504421390085e9,32.4891259,2012,8.112772016515703e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,1900,6.970313509511469e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,1982,1.8221344612082744e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,1987,3.691956733721586e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,1992,3.2986135892179184e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,1995,9.057722321360647e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,1997,1.763223544290945e10
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,2002,5.453719845146531e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,2008,1.462832648567498e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,2009,3.163617908450035e9
per_scenario,k_medoids,false,1,50,6.610550195200451e9,34.0529385,2012,1.3552355491911095e10
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1900,4.54962518838764e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1982,4.572627358030358e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1987,4.584122344671277e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1992,7.332861546722604e9
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1995,4.509931750944023e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1997,4.608600383052042e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2002,4.555057618076363e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2008,4.492305360020946e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2009,4.571938831293428e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2012,4.5228418736299103e8
