method,distance,num_periods,clustering,avg_total_cost,time,scenario,scenario_cost
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,1995,8.795742816361177e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,1997,1.2293013277717274e8
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,2002,8.852348395328721e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,2008,7.441201919546838e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,2009,9.021357907513574e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,2012,9.389762367900819e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,1900,8.656690399146022e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,1982,9.48562410500902e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,1987,1.2925095657811597e8
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,1992,9.473142621784434e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,1995,8.713353508182552e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,1997,1.2573818309700465e8
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,2002,9.771811664228806e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,2008,7.677071826415011e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,2009,9.224931551057285e7
blended,SqEuclidean,20,group_scenario,9.79329781769621e7,7.1382729,2012,9.431438533626908e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,1900,8.446298496210343e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,1982,9.65276273895958e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,1987,1.2196213618651608e8
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,1992,9.300306961650981e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,1995,8.826973747281739e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,1997,1.2639519314908388e8
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,2002,9.25434582345868e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,2008,7.712582505580944e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,2009,8.959650305262199e7
blended,SqEuclidean,50,group_scenario,9.641214514941502e7,34.3695965,2012,9.423491637450556e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,1900,8.245741986602944e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,1982,9.300068199487829e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,1987,1.1250778148165292e8
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,1992,9.500317621769619e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,1995,8.800776644757947e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,1997,1.2293273205581294e8
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,2002,8.973642730550113e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,2008,7.560558805297092e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,2009,9.130638718736191e7
blended,SqEuclidean,100,per_scenario,9.443700725556727e7,98.4752472,2012,9.38121119461894e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,1900,8.170008163594258e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,1982,9.336122345855176e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,1987,1.1336980585247633e8
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,1992,9.385444475870033e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,1995,8.808699795248842e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,1997,1.2312504039718534e8
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,2002,8.903835777836087e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,2008,7.515649764594956e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,2009,9.110037134291889e7
blended,SqEuclidean,150,per_scenario,9.423435437790057e7,159.5750196,2012,9.355072295643166e7
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,1900,9.039536115794879e7
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,1982,1.0070089134124103e8
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,1987,1.1402298517512777e8
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,1992,1.0130383244660443e8
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,1995,9.689095441635028e7
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,1997,1.2584923458849327e8
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,2002,9.649083775151607e7
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,2008,8.352589243368235e7
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,2009,1.0155761978596398e8
blended,SqEuclidean,20,per_scenario,1.0085833046668121e8,8.0538295,2012,9.784569556988418e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,1900,8.315385170608953e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,1982,9.539401779878622e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,1987,1.1254130049863875e8
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,1992,9.578660835929382e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,1995,8.972939272848219e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,1997,1.2541703918762478e8
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,2002,8.985155068830484e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,2008,7.559462325531775e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,2009,9.378426501794574e7
blended,SqEuclidean,50,per_scenario,9.541709835390879e7,31.4141189,2012,9.291833429860424e7
