location,time_step,scenario,loss_of_load
NED,379,2012,5329.991405534585
NED,380,2012,5685.647555609881
NED,381,2012,4317.246060959976
NED,382,2012,3050.764759884811
NED,383,2012,1896.7032575384328
NED,384,2012,71.80355609890739
NOR,386,2012,1827.7689086771425
NOR,387,2012,5891.231479088314
NOR,388,2012,6795.4507566907
NOR,389,2012,7710.191255041585
NOR,390,2012,12347.590154436726
NOR,391,2012,15750.830875034264
NOR,392,2012,15641.715776916159
NED,393,2012,788.9115228444197
NOR,393,2012,12239.78105737909
NOR,394,2012,7127.799100231476
NOR,397,2012,249.99406694470963
NOR,398,2012,4539.184602539429
NOR,399,2012,9355.496607272544
NOR,400,2012,12450.443220524412
NOR,401,2012,13564.582098135006
NOR,402,2012,12990.567239257154
NOR,403,2012,11890.654571757525
NOR,404,2012,9454.92208419416
NOR,405,2012,5478.205156907779
NOR,406,2012,5128.903205644407
NOR,459,2012,3034.7667081633335
NOR,460,2012,2390.763742710511
NOR,461,2012,3220.0710110755344
NOR,462,2012,6970.442944753153
NOR,463,2012,11126.681852394051
NOR,464,2012,13621.402671279388
NOR,465,2012,15080.053552999274
NOR,466,2012,12157.358917144187
NOR,467,2012,8868.336783947712
NOR,468,2012,5586.110836573027
NOR,469,2012,3982.827545590353
NOR,470,2012,4495.644239158311
NOR,471,2012,5050.025123083008
NOR,472,2012,9349.943397494564
NOR,473,2012,12170.414730978278
NOR,474,2012,12314.572854686674
NOR,475,2012,13967.024269502162
NOR,476,2012,16410.08962437976
NOR,477,2012,15964.654309070185
NOR,478,2012,14767.210273305775
NOR,479,2012,1908.0946867419843
NED,568,2012,300.0208242383783
NED,569,2012,2079.176894331336
NED,570,2012,3867.3150708648036
NED,571,2012,3442.4540878169664
NED,572,2012,3182.091546542335
NED,665,2012,2713.189007828346
