location,technology,rep_period,time_step,scenario,production
FIN,WindOn,1,6,1982,12023.995526358103
FIN,WindOn,1,7,1982,12090.633315409335
FIN,WindOn,1,8,1982,12151.041329212969
FIN,WindOn,1,9,1982,12128.185057584156
FIN,WindOn,1,10,1982,12142.70761962465
FIN,WindOn,1,11,1982,12088.581389844396
FIN,WindOn,1,12,1982,12001.481033606233
FIN,WindOn,1,13,1982,11972.027590556041
FIN,WindOn,1,14,1982,12083.982107787959
FIN,WindOn,1,15,1982,12283.361791569518
FIN,WindOn,1,16,1982,12378.55600514045
FIN,WindOn,1,17,1982,12295.454293745186
FIN,WindOn,1,18,1982,12091.757744860755
FIN,WindOn,1,19,1982,11930.54635738328
FIN,WindOn,1,20,1982,11847.006723380508
FIN,WindOn,1,21,1982,11831.477622628265
FIN,WindOn,1,22,1982,11810.98853376987
FIN,WindOn,1,23,1982,11671.502985592477
FIN,WindOn,1,24,1982,11512.005374648501
FIN,WindOn,2,1,1982,9669.246392703559
FIN,WindOn,2,2,1982,10519.34385716204
FIN,WindOn,2,3,1982,10495.49231920695
FIN,WindOn,2,4,1982,11657.21263587853
FIN,WindOn,2,5,1982,11826.904441447117
FIN,WindOn,2,6,1982,9900.495597191337
FIN,WindOn,2,7,1982,12105.949350266355
FIN,WindOn,2,8,1982,10116.758313261624
FIN,WindOn,2,9,1982,10082.434152709819
FIN,WindOn,2,10,1982,10121.132105001121
FIN,WindOn,2,11,1982,12144.16748134826
FIN,WindOn,2,12,1982,12133.38442130099
FIN,WindOn,2,13,1982,12148.407080247835
FIN,WindOn,2,14,1982,12250.458122075397
FIN,WindOn,2,15,1982,12459.513147167578
FIN,WindOn,2,16,1982,12536.990312536605
FIN,WindOn,2,17,1982,12536.908203344523
FIN,WindOn,2,18,1982,12499.231003233586
FIN,WindOn,2,19,1982,12392.191285874269
FIN,WindOn,2,20,1982,12169.0100216047
FIN,WindOn,2,21,1982,12228.398020872182
FIN,WindOn,2,22,1982,12133.296523997218
FIN,WindOn,2,23,1982,10475.51748342266
FIN,WindOn,2,24,1982,10292.92250846338
FIN,WindOn,3,1,1982,11204.627828238208
FIN,WindOn,3,2,1982,11015.507756936417
FIN,WindOn,3,3,1982,10916.720202922621
FIN,WindOn,3,4,1982,10824.31962289251
FIN,WindOn,3,5,1982,10808.446141269544
FIN,WindOn,3,6,1982,10790.82062479965
FIN,WindOn,3,7,1982,10898.755161016028
FIN,WindOn,3,8,1982,10981.75144424176
FIN,WindOn,3,9,1982,11038.357584015697
FIN,WindOn,3,10,1982,11032.922173052671
FIN,WindOn,3,11,1982,11532.465010589789
FIN,WindOn,3,12,1982,11196.433830715172
FIN,WindOn,3,13,1982,10882.225162515788
FIN,WindOn,3,14,1982,10705.318116590533
FIN,WindOn,3,15,1982,10762.087605729403
FIN,WindOn,3,16,1982,10727.086656772119
FIN,WindOn,3,17,1982,10691.038343516495
FIN,WindOn,3,18,1982,10627.09644110347
FIN,WindOn,3,19,1982,10675.980551563807
FIN,WindOn,3,20,1982,10691.247065885056
FIN,WindOn,3,21,1982,10734.343550831003
FIN,WindOn,3,22,1982,10775.238376726073
FIN,WindOn,3,23,1982,11446.158005673975
FIN,WindOn,3,24,1982,11256.597785688515
FRA,Nuclear,1,1,1982,52406.97698813397
FRA,Nuclear,1,2,1982,53000.0
FRA,Nuclear,1,3,1982,44298.58203789595
FRA,Nuclear,1,4,1982,51961.09615568929
FRA,Nuclear,1,5,1982,50138.36015717071
FRA,Nuclear,1,6,1982,53000.0
FRA,Nuclear,1,7,1982,53000.0
FRA,Nuclear,1,8,1982,50303.52499281094
FRA,Nuclear,1,9,1982,53000.0
FRA,Nuclear,1,10,1982,53000.0
FRA,Nuclear,1,11,1982,53000.0
FRA,Nuclear,1,12,1982,53000.0
FRA,Nuclear,1,13,1982,51202.78069084906
FRA,Nuclear,1,14,1982,53000.0
FRA,Nuclear,1,15,1982,53000.0
FRA,Nuclear,1,16,1982,53000.0
FRA,Nuclear,1,17,1982,53000.0
FRA,Nuclear,1,18,1982,53000.0
FRA,Nuclear,1,19,1982,53000.0
FRA,Nuclear,1,20,1982,53000.0
FRA,Nuclear,1,21,1982,51044.28022823894
FRA,Nuclear,1,22,1982,53000.0
FRA,Nuclear,1,23,1982,52770.96487591071
FRA,Nuclear,1,24,1982,52616.87447234741
FRA,Nuclear,2,1,1982,45649.53984103425
FRA,Nuclear,2,2,1982,47782.15800163109
FRA,Nuclear,2,3,1982,40136.29150544744
FRA,Nuclear,2,4,1982,40229.29080939295
FRA,Nuclear,2,5,1982,50829.29080939295
FRA,Nuclear,2,6,1982,41548.15478076085
FRA,Nuclear,2,7,1982,39333.165646400565
FRA,Nuclear,2,8,1982,49571.37810832007
FRA,Nuclear,2,9,1982,45629.67054305716
FRA,Nuclear,2,10,1982,50095.47902300939
FRA,Nuclear,2,11,1982,47997.85140229082
FRA,Nuclear,2,12,1982,53000.0
FRA,Nuclear,2,13,1982,53000.0
FRA,Nuclear,2,14,1982,53000.0
FRA,Nuclear,2,15,1982,52313.42560193903
FRA,Nuclear,2,16,1982,49138.92557225508
FRA,Nuclear,2,17,1982,53000.0
FRA,Nuclear,2,18,1982,53000.0
FRA,Nuclear,2,19,1982,53000.0
FRA,Nuclear,2,20,1982,50878.237412557486
FRA,Nuclear,2,21,1982,53000.0
FRA,Nuclear,2,22,1982,53000.0
FRA,Nuclear,2,23,1982,48626.33441737411
FRA,Nuclear,2,24,1982,51267.60402249227
FRA,Nuclear,3,1,1982,51595.3403162952
FRA,Nuclear,3,2,1982,40995.3403162952
FRA,Nuclear,3,3,1982,30395.3403162952
FRA,Nuclear,3,4,1982,27789.83820181594
FRA,Nuclear,3,5,1982,34142.0454979158
FRA,Nuclear,3,6,1982,43380.715204620945
FRA,Nuclear,3,7,1982,52899.41180934572
FRA,Nuclear,3,8,1982,53000.0
FRA,Nuclear,3,9,1982,53000.0
FRA,Nuclear,3,10,1982,51130.68721773708
FRA,Nuclear,3,11,1982,49717.983199764836
FRA,Nuclear,3,12,1982,50705.11425257372
FRA,Nuclear,3,13,1982,53000.0
FRA,Nuclear,3,14,1982,47037.61423693409
FRA,Nuclear,3,15,1982,53000.0
FRA,Nuclear,3,16,1982,49495.06452578142
FRA,Nuclear,3,17,1982,47731.346795036516
FRA,Nuclear,3,18,1982,44182.60305896145
FRA,Nuclear,3,19,1982,49118.91656790098
FRA,Nuclear,3,20,1982,52422.42041413819
FRA,Nuclear,3,21,1982,50766.98444754779
FRA,Nuclear,3,22,1982,47573.127126320695
FRA,Nuclear,3,23,1982,44402.56817408889
FRA,Nuclear,3,24,1982,41995.30154990332
GER,Gas,1,1,1982,12461.203898901496
GER,Gas,1,2,1982,11249.01392161612
GER,Gas,1,3,1982,10944.299034203577
GER,Gas,1,4,1982,12431.005536644388
GER,Gas,1,5,1982,17292.245275801863
GER,Gas,1,6,1982,24202.20899537729
GER,Gas,1,7,1982,30488.115160099416
GER,Gas,1,8,1982,37410.283381083624
GER,Gas,1,9,1982,40045.81671077292
GER,Gas,1,10,1982,40609.62088761702
GER,Gas,1,11,1982,38427.42385796306
GER,Gas,1,12,1982,40485.36923249042
GER,Gas,1,13,1982,42283.31454191545
GER,Gas,1,14,1982,41603.10915412835
GER,Gas,1,15,1982,41357.38797644631
GER,Gas,1,16,1982,37692.424865962406
GER,Gas,1,17,1982,40171.07390964681
